outcome	exposure	method	nsnp	b	se	pval	FDR	OR	UCI	LCI
I35.0 and I35.2 UKB	ENTPD5	Wald ratio	1	0.0197404428727495	0.0465626639384322	0.671599122318726	0.967189539621898	1.01993657386018	1.11739855425201	0.930975443577517
I35.0 and I35.2 UKB	DLL1	Wald ratio	1	-0.424215176159477	0.108143404817715	8.75586505825122e-05	0.0338851977754322	0.654283080640361	0.80875916355357	0.52931251836615
I35.0 and I35.2 UKB	IL1RL1	Wald ratio	1	0.0166577260899327	0.0241107934897696	0.489639363451119	0.936967434631777	1.01679723959188	1.06600165825621	0.969863994520332
I35.0 and I35.2 UKB	CRISPLD2	Wald ratio	1	-0.208938274370526	0.09411021467353	0.0264089611224466	0.609044040238475	0.811445321070845	0.975815005958015	0.674762639503923
I35.0 and I35.2 UKB	FSTL1	Wald ratio	1	0.0116645477505408	0.099958547438906	0.907102663892786	0.980850561285113	1.01173284387714	1.23070023079891	0.831724348272244
I35.0 and I35.2 UKB	EMILIN3	Wald ratio	1	-0.0802576049549202	0.0809801783586172	0.321647906107875	0.91471337431893	0.922878577668354	1.08162392344101	0.787431611543508
I35.0 and I35.2 UKB	RETN	Wald ratio	1	0.0889542897635834	0.089720253085859	0.321459667791135	0.91471337431893	1.09303069249305	1.30317811620578	0.916771145766517
I35.0 and I35.2 UKB	PLAT	Wald ratio	1	-0.209404129848512	0.122506122090405	0.0873887207365761	0.751542998334555	0.811067392859737	1.03118421946693	0.637936755956521
I35.0 and I35.2 UKB	SELPLG	Wald ratio	1	-0.072766509722345	0.121199603580961	0.548249210914292	0.949317425609983	0.92981790812353	1.17913923838405	0.733213953130805
I35.0 and I35.2 UKB	PLAUR	Wald ratio	1	0.205037535825265	0.123909309932377	0.0979775044329338	0.765771576202843	1.22757114199429	1.56502184645793	0.962881708052675
I35.0 and I35.2 UKB	APOA1	Wald ratio	1	0.0798049436259394	0.0900452976524433	0.375469073373456	0.915338819823354	1.08307578623404	1.29213220635397	0.907842984609523
I35.0 and I35.2 UKB	LGMN	Wald ratio	1	0.0601765801631829	0.125108434054188	0.6305197744055	0.967189539621898	1.06202406237132	1.35715298330963	0.831074405705638
I35.0 and I35.2 UKB	SPINK5	Wald ratio	1	0.144463971343369	0.138552195872793	0.29710198182853	0.91471337431893	1.15542006598102	1.51592569968015	0.880647072051916
I35.0 and I35.2 UKB	CTSH	Wald ratio	1	0.0212854544714695	0.0291801237800339	0.465726166031764	0.933829395300198	1.02151360564925	1.08164009649211	0.964729441808504
I35.0 and I35.2 UKB	MGP	Wald ratio	1	-0.16486541303941	0.0793811121934067	0.0378122072611425	0.609044040238475	0.848007827204022	0.99076447869967	0.725820606672428
I35.0 and I35.2 UKB	SIRPA	Wald ratio	1	0.0144344395113466	0.0174099430139307	0.40705251152422	0.925027889590701	1.01453911909061	1.04975618014469	0.980503514657357
I35.0 and I35.2 UKB	FUT3	Wald ratio	1	-0.0340220783120495	0.0270449631343514	0.208398246017793	0.853591331156637	0.966550164605786	1.01916743055296	0.916649406852224
I35.0 and I35.2 UKB	ADGRE2	Wald ratio	1	-0.119999044426685	0.0758043095808151	0.113418991767854	0.776525462042677	0.886921284235064	1.02898965397131	0.764467710042798
I35.0 and I35.2 UKB	CCL7	Wald ratio	1	0.0321869390738942	0.0282443780321777	0.254458211352427	0.8848747613536	1.03271054121375	1.091492384641	0.977094368170771
I35.0 and I35.2 UKB	UNC5D	Wald ratio	1	0.294489686766213	0.144839275464046	0.0420305975746707	0.609044040238475	1.34244111838926	1.78313788078896	1.01066113605574
I35.0 and I35.2 UKB	MATN4	Wald ratio	1	-0.0519037485362211	0.102615855303131	0.612992618710363	0.964911715009576	0.949420245533527	1.16093222876814	0.776443947624242
I35.0 and I35.2 UKB	ADM	Wald ratio	1	0.0665421776400076	0.100641859536134	0.508498204916646	0.940545181114017	1.06880604284102	1.30186808614784	0.87746705627728
I35.0 and I35.2 UKB	C5	Wald ratio	1	0.0825381489681636	0.115322530370814	0.474166896151436	0.935751195329534	1.08604010395814	1.36147722959752	0.866325988980422
I35.0 and I35.2 UKB	POSTN	Wald ratio	1	-0.00207669110359283	0.0887296757163155	0.981327459011685	0.994579509715796	0.997925463727479	1.18748006961105	0.838629006617254
I35.0 and I35.2 UKB	B3GLCT	Wald ratio	1	-0.175357993952258	0.0876602694403694	0.0454541455885262	0.609044040238475	0.83915655401844	0.996462406232119	0.706683681941202
I35.0 and I35.2 UKB	C8A;C8B;C8G	Wald ratio	1	0.124616256331377	0.075523652126047	0.0989368961502382	0.765771576202843	1.13271369794495	1.31343075982529	0.976861788803233
I35.0 and I35.2 UKB	CBLN4	Wald ratio	1	0.0453214774880895	0.117861142000903	0.70058357421221	0.978015564389976	1.04636418837571	1.31828192363134	0.83053404214116
I35.0 and I35.2 UKB	CCNH	Wald ratio	1	0.161718919397148	0.105849083722488	0.126555892381154	0.777414767484233	1.17552977626133	1.44655247716447	0.955285256975786
I35.0 and I35.2 UKB	PCBD1	Wald ratio	1	0.0180843268491623	0.140641478000353	0.897686360113322	0.980850561285113	1.01824883848572	1.34143726333035	0.772925223877709
I35.0 and I35.2 UKB	MAN1C1	Wald ratio	1	-0.0502687620512008	0.118600999597578	0.671676881141343	0.967189539621898	0.950973804481442	1.1998411789503	0.753725736935529
I35.0 and I35.2 UKB	CCL16	Wald ratio	1	-0.0307440059842353	0.023168323607386	0.184513814808931	0.853276546400775	0.969723784790165	1.01477398039807	0.926673561751042
I35.0 and I35.2 UKB	NPTXR	Wald ratio	1	0.0855346316725571	0.0738557055953487	0.246810307544119	0.876289807519027	1.089299284947	1.25896734143132	0.942496991889421
I35.0 and I35.2 UKB	ACP1	Wald ratio	1	-0.0116897748242673	0.0173132491926047	0.49955351436422	0.936967434631777	0.988378285133449	1.02249344033427	0.955401370794098
I35.0 and I35.2 UKB	RFESD	Wald ratio	1	-0.0147244189275547	0.0865969947265939	0.864983529278388	0.980850561285113	0.985383455218421	1.16766460595789	0.831557751141777
I35.0 and I35.2 UKB	VEGFC	Wald ratio	1	0.0519871730479402	0.0586326415924704	0.375262392833709	0.915338819823354	1.05336223099987	1.18164454519127	0.939006568610212
I35.0 and I35.2 UKB	PGM1	Wald ratio	1	-0.122010168471661	0.084460307191928	0.148574236984192	0.82801551629949	0.885139367942288	1.0444934526872	0.750097282721696
I35.0 and I35.2 UKB	LECT2	Wald ratio	1	-0.0921066096280241	0.0675715250104253	0.172851631552618	0.853276546400775	0.912007915537511	1.04115802513272	0.798878189405545
I35.0 and I35.2 UKB	CDH11	Wald ratio	1	0.0271221396597518	0.0402780812842224	0.500710538779013	0.936967434631777	1.02749329278086	1.1118965700715	0.949497008199026
I35.0 and I35.2 UKB	PPID	Wald ratio	1	-0.111550690379299	0.0443094410484297	0.0118178305784521	0.423380913481788	0.894446050444543	0.975598465105332	0.820044071173754
I35.0 and I35.2 UKB	WFDC1	Wald ratio	1	0.0644806601261287	0.0590218440473602	0.274618634088838	0.886718908727708	1.06660495003997	1.19741309358053	0.950086587117533
I35.0 and I35.2 UKB	CLEC12A	Wald ratio	1	-0.0116677264811189	0.0169423163627673	0.491028675417656	0.936967434631777	0.988400077477282	1.02177285693359	0.956117307802585
I35.0 and I35.2 UKB	WISP1	Wald ratio	1	-0.0394492353345367	0.0450432679627743	0.3811346507318	0.915338819823354	0.961318753776874	1.05004767707062	0.880087415593579
I35.0 and I35.2 UKB	IFNLR1	Wald ratio	1	-0.0911892263691554	0.136510046538787	0.504131183013134	0.940235025667869	0.912844960217865	1.19287989687118	0.698549722885594
I35.0 and I35.2 UKB	LPA	Wald ratio	1	0.379649329860984	0.0300739587098542	1.55991532647564e-36	1.20737446269214e-33	1.46177189979169	1.55052609416385	1.37809811460987
I35.0 and I35.2 UKB	DPT	Wald ratio	1	-0.0775966603500988	0.049834885686035	0.119452652546538	0.776525462042677	0.925337576619564	1.02028266922468	0.83922784982209
I35.0 and I35.2 UKB	NELL1	Wald ratio	1	0.0265363860349515	0.0425564953709954	0.532918782106515	0.945145350639332	1.02689161109597	1.11621903984424	0.944712769893645
I35.0 and I35.2 UKB	TXNDC15	Wald ratio	1	-0.00811370005041517	0.0979541121147721	0.933985408055648	0.982977971126859	0.991919127170433	1.20186721467995	0.818645806149695
I35.0 and I35.2 UKB	RPN1	Wald ratio	1	-0.0339164792422412	0.0609332368919774	0.57778909449252	0.961457976486211	0.966652236793361	1.08927535700103	0.85783318321845
I35.0 and I35.2 UKB	UROS	Wald ratio	1	0.119823899451688	0.109068474481639	0.271937483022117	0.886718908727708	1.1272983162472	1.39598199882941	0.91032799483044
I35.0 and I35.2 UKB	PXDN	Wald ratio	1	-0.0718288264525766	0.129574342188874	0.579343087766804	0.961457976486211	0.930690191718863	1.19977841339351	0.72195350682443
I35.0 and I35.2 UKB	TDGF1	Wald ratio	1	0.00785582064248083	0.018166746319788	0.66542993675496	0.967189539621898	1.00788675856265	1.04442097759714	0.972630519565993
I35.0 and I35.2 UKB	LEAP2	Wald ratio	1	-0.00533003730163658	0.0917166956915845	0.953657707795264	0.982977971126859	0.994684142143672	1.19057297906423	0.831025531429196
I35.0 and I35.2 UKB	CLEC4C	Wald ratio	1	0.00662213092833374	0.0218726217180994	0.762073605961186	0.980031146911782	1.00664410571721	1.05073767960053	0.964400892105112
I35.0 and I35.2 UKB	PCOLCE	Wald ratio	1	-0.00181348377593809	0.0997278143512976	0.985491801102851	0.994579509715796	0.998188159592207	1.2136751038972	0.820960732201416
I35.0 and I35.2 UKB	CP	Wald ratio	1	-0.0725774990551023	0.102411572890875	0.478520256990676	0.935751195329534	0.929993670236693	1.1367225706535	0.760861312169679
I35.0 and I35.2 UKB	APCS	Wald ratio	1	-0.0795306440402449	0.0819912057887096	0.332051511130574	0.91471337431893	0.923549718240235	1.08455755379571	0.786444277739342
I35.0 and I35.2 UKB	NFASC	Wald ratio	1	0.0463683208239818	0.0404044876542734	0.251132392854377	0.8848747613536	1.04746014129865	1.1337844599243	0.967708401720944
I35.0 and I35.2 UKB	NUDT12	Wald ratio	1	-0.095849074339848	0.0757879474652398	0.205978619407011	0.853276546400775	0.908601136947325	1.05410841218693	0.783179430613988
I35.0 and I35.2 UKB	CCL4L1	Wald ratio	1	0.00805732742769768	0.100096577618312	0.935843148374336	0.982977971126859	1.00808987504722	1.22660061986227	0.828505366552664
I35.0 and I35.2 UKB	EGF	Wald ratio	1	0.20374387157724	0.0813881354739302	0.0123020046608089	0.423380913481788	1.22598410386456	1.43801633261963	1.04521554368615
I35.0 and I35.2 UKB	GSTO1	Wald ratio	1	-0.0109388643317876	0.0233774926711675	0.639839721450485	0.967189539621898	0.989120747484793	1.0354964994466	0.944821980207313
I35.0 and I35.2 UKB	SELP	Wald ratio	1	0.00761663349312484	0.0400262969152746	0.849081312746417	0.980850561285113	1.00764571383055	1.08988062887148	0.931615681299353
I35.0 and I35.2 UKB	CLN5	Wald ratio	1	0.0886481331998258	0.160708540376155	0.581216883135548	0.961457976486211	1.09269610519281	1.49726015165092	0.79744644041119
I35.0 and I35.2 UKB	LILRA4	Wald ratio	1	0.0983962897719797	0.0877526610955301	0.262163915061795	0.886718908727708	1.10339996459828	1.31047740945222	0.929044234638424
I35.0 and I35.2 UKB	LRRN1	Wald ratio	1	0.0105904426741064	0.0874394492968153	0.903598011938663	0.980850561285113	1.01064671990359	1.19958032120703	0.851470113667873
I35.0 and I35.2 UKB	NT5C	Wald ratio	1	-0.144324397808972	0.0791306443769589	0.0681709838388453	0.67802272248655	0.865606901526382	1.01082988842113	0.741247678321458
I35.0 and I35.2 UKB	CPZ	Wald ratio	1	0.0683928388227914	0.10473474165796	0.51374979986358	0.940545181114017	1.07078587212797	1.31478470852376	0.872068542108493
I35.0 and I35.2 UKB	AMY2B	Wald ratio	1	0.0953042099935636	0.0620015284329715	0.124262265223869	0.776525462042677	1.09999343322776	1.24212945073164	0.974121942307619
I35.0 and I35.2 UKB	LGALS3	Wald ratio	1	-0.0336193012362976	0.0457045867079316	0.461987385343238	0.933829395300198	0.966939547266594	1.0575571665825	0.88408657008064
I35.0 and I35.2 UKB	FMOD	Wald ratio	1	-0.030541935061587	0.124871878794108	0.806776870591815	0.980850561285113	0.969919757569605	1.23887901102552	0.759351258477736
I35.0 and I35.2 UKB	ACE	Wald ratio	1	0.0491151118986019	0.0351128641549103	0.161879480056606	0.852345017440906	1.05034125055692	1.12517246445227	0.980486794225381
I35.0 and I35.2 UKB	IL1RL2	Wald ratio	1	-0.0877600411045858	0.093645782036835	0.348681973628292	0.915338819823354	0.915980648058757	1.10052318745268	0.762383343835011
I35.0 and I35.2 UKB	PON1	Wald ratio	1	0.00429856027003936	0.0264981830972943	0.871131867502984	0.980850561285113	1.00430781233234	1.05784624748852	0.953478999718912
I35.0 and I35.2 UKB	PRCP	Wald ratio	1	-0.0269794929597206	0.091547955981223	0.768220473419102	0.980031146911782	0.973381202487193	1.16468946840744	0.813496636705196
I35.0 and I35.2 UKB	IL7	Wald ratio	1	-0.0310683764490739	0.103218655206026	0.763417736002626	0.980031146911782	0.969409286045137	1.18677576379789	0.791855034908331
I35.0 and I35.2 UKB	SERPING1	Wald ratio	1	0.0425452108127346	0.0383183364388485	0.266865705068828	0.886718908727708	1.043463231128	1.12484938898109	0.967965600890233
I35.0 and I35.2 UKB	IL11RA	Wald ratio	1	-0.0415708825131289	0.0812314295600285	0.6088199695032	0.964911715009576	0.959281336659602	1.12484215531351	0.81808872339689
I35.0 and I35.2 UKB	WISP2	Wald ratio	1	0.0987025162339955	0.101583534500767	0.331230210776085	0.91471337431893	1.10373790660638	1.34690079229108	0.904474459776363
I35.0 and I35.2 UKB	PTGR1	Wald ratio	1	-0.00438850256236376	0.0644057741615976	0.945675510052645	0.982977971126859	0.995621112844118	1.12958105342049	0.87754782832035
I35.0 and I35.2 UKB	MAPKAPK2	Wald ratio	1	0.025108709386245	0.0683000631028475	0.713153977196347	0.979575966467969	1.02542658796056	1.17231078752162	0.896946183971747
I35.0 and I35.2 UKB	GSTP1	Wald ratio	1	0.004568184299849	0.120142705607321	0.969669355852799	0.988131628264842	1.00457863436029	1.27131002845601	0.793809700249761
I35.0 and I35.2 UKB	OSMR	Wald ratio	1	-0.106955053572284	0.116108268529043	0.356963477393168	0.915338819823354	0.898566059417123	1.12819290411918	0.71567633530438
I35.0 and I35.2 UKB	CLEC11A	Wald ratio	1	0.207706760427399	0.151177915357992	0.169465700493571	0.853276546400775	1.23085218205574	1.65535497879759	0.915209796977714
I35.0 and I35.2 UKB	RTN4R	Wald ratio	1	-0.0289552602441162	0.0676371087927908	0.668580319145734	0.967189539621898	0.971459926374317	1.10917164724739	0.850846116462896
I35.0 and I35.2 UKB	WARS	Wald ratio	1	-0.022067346488907	0.0908756236316553	0.808136934084502	0.980850561285113	0.97817435622445	1.16888333183576	0.818580473444173
I35.0 and I35.2 UKB	PRSS22	Wald ratio	1	-0.0792997648024227	0.070700593601795	0.26202064494384	0.886718908727708	0.923762971312179	1.06106529491486	0.804227629776523
I35.0 and I35.2 UKB	ADAM19	Wald ratio	1	-0.0535016767937734	0.0874014734230707	0.540447111372183	0.946163957487058	0.947904351562356	1.12502494766806	0.798669097581616
I35.0 and I35.2 UKB	SIRPG	Wald ratio	1	-0.013963404001226	0.0815038585243273	0.863970583168642	0.980850561285113	0.986133632147715	1.15694644428216	0.840539806538942
I35.0 and I35.2 UKB	SIGLEC9	Wald ratio	1	-0.0141445158589493	0.0167513655287548	0.398457166983381	0.92337080013514	0.98595504782599	1.01886387715	0.954109158382141
I35.0 and I35.2 UKB	EDAR	Wald ratio	1	-0.0154112444746756	0.0538442652063113	0.774710495691029	0.980031146911782	0.984706901051606	1.09430943934933	0.88608180292697
I35.0 and I35.2 UKB	REG1A	Wald ratio	1	-0.0169948465826969	0.0796201721099434	0.830976759951615	0.980850561285113	0.983148751197641	1.14919384332665	0.841095236103466
I35.0 and I35.2 UKB	MFAP2	Wald ratio	1	-0.0370909665020127	0.0993411211030652	0.708873293172921	0.979575966467969	0.963588477088991	1.17071846250194	0.793105074292908
I35.0 and I35.2 UKB	LHB	Wald ratio	1	-0.0572912836517692	0.087942693033669	0.514748585803187	0.940545181114017	0.944318964625261	1.12195914602395	0.794804614865975
I35.0 and I35.2 UKB	FCGR2A;FCGR2B	Wald ratio	1	0.000897442865804241	0.0165285515150212	0.956698920276354	0.983379766658563	1.00089784568815	1.03385383142481	0.968992392398977
I35.0 and I35.2 UKB	TNFRSF10B	Wald ratio	1	-0.0316155539094401	0.151426107705173	0.834615803090586	0.980850561285113	0.968878992229586	1.30366511541824	0.720067209348206
I35.0 and I35.2 UKB	MENT	Wald ratio	1	-0.31468957545001	0.152841325926016	0.0395009545733818	0.609044040238475	0.730015453818047	0.984993165281117	0.541041889017649
I35.0 and I35.2 UKB	FCN1	Wald ratio	1	0.0329436916596532	0.0397704773602828	0.407474922987878	0.925027889590701	1.03349234336425	1.11727627630215	0.9559913214372
I35.0 and I35.2 UKB	MAPK13	Wald ratio	1	0.0511239258655649	0.0887309825029545	0.564501836990543	0.960273454572924	1.05245331138953	1.25236861662841	0.884450438910539
I35.0 and I35.2 UKB	FLRT2	Wald ratio	1	0.0623941648727556	0.0963698217932658	0.517343942162341	0.942174614667417	1.06438180397288	1.28566875591472	0.881182356976952
I35.0 and I35.2 UKB	KLK11	Wald ratio	1	0.00461084436435406	0.0313809201535405	0.883186121171857	0.980850561285113	1.00462149066375	1.06835218548142	0.944692539800123
I35.0 and I35.2 UKB	CLPS	Wald ratio	1	0.0574643438320902	0.048079361953856	0.232009788783431	0.85896874622625	1.05914750484017	1.16381091651989	0.963896644279318
I35.0 and I35.2 UKB	FN1	Wald ratio	1	-0.00822785438048019	0.0326750913852204	0.801189355879979	0.980850561285113	0.9918059017697	1.05740238963718	0.930278724944751
I35.0 and I35.2 UKB	GP1BA	Wald ratio	1	-0.196761844774341	0.118627164545727	0.0971848134008628	0.765771576202843	0.821386227443201	1.036394017947	0.650983431928565
I35.0 and I35.2 UKB	HS6ST1	Wald ratio	1	-0.018998482092135	0.0941607148415627	0.840099236978027	0.980850561285113	0.981180851583807	1.18004965605808	0.815826570155233
I35.0 and I35.2 UKB	NPW	Wald ratio	1	0.0501705768714714	0.0568257853185503	0.377298947049141	0.915338819823354	1.05145043420572	1.17533018437069	0.940627604304527
I35.0 and I35.2 UKB	COLEC12	Wald ratio	1	0.0647493934826916	0.117423281611883	0.581346683456779	0.961457976486211	1.06689162088561	1.34299074394278	0.847554412306815
I35.0 and I35.2 UKB	SCARF2	Wald ratio	1	0.0438237243093213	0.0866710698343701	0.613114543672303	0.964911715009576	1.04479816613657	1.23824991171089	0.881569380815913
I35.0 and I35.2 UKB	RNASE4	Wald ratio	1	0.0705704588600409	0.0554518369909117	0.203144325760776	0.853276546400775	1.07312017759145	1.19632703568958	0.962602098923656
I35.0 and I35.2 UKB	B4GALT6	Wald ratio	1	-0.0422330672042812	0.0445948060628016	0.343618373020939	0.915338819823354	0.958646325514491	1.04620857963308	0.878412579779014
I35.0 and I35.2 UKB	CXCL10	Wald ratio	1	-0.0588144009992652	0.153641408730348	0.701865794411231	0.978015564389976	0.942881750829151	1.27420538912812	0.697710120858115
I35.0 and I35.2 UKB	CST5	Wald ratio	1	-0.0439791550094224	0.0369601573771324	0.234082893436128	0.85896874622625	0.95697390537718	1.02887168819981	0.890100355638324
I35.0 and I35.2 UKB	ANGPTL1	Wald ratio	1	-0.0680826039367385	0.049813496103202	0.171703628577092	0.853276546400775	0.93418330317149	1.02999283759442	0.847285934495054
I35.0 and I35.2 UKB	IL10RB	Wald ratio	1	-0.319220670227314	0.146998243339417	0.0298862142308866	0.609044040238475	0.726715167210072	0.969374643046409	0.544799616991713
I35.0 and I35.2 UKB	CXCL11	Wald ratio	1	0.0414788218442686	0.0879685198552951	0.637270208876218	0.967189539621898	1.04235108654408	1.23849523279153	0.877270867785815
I35.0 and I35.2 UKB	IL1RN	Wald ratio	1	-0.0133523169596579	0.108438108616339	0.902001726351449	0.980850561285113	0.986736429793731	1.22040939963997	0.797805049821242
I35.0 and I35.2 UKB	SULT2A1	Wald ratio	1	-0.0383757214554801	0.0765824964240325	0.616298610352286	0.964911715009576	0.962351296926791	1.11820639827508	0.828219209016589
I35.0 and I35.2 UKB	GPNMB	Inverse variance weighted	2	0.041814579492398	0.10027521648694	0.676679762880037	0.969907660128052	1.04270112265378	1.26915840021476	0.856650856976942
I35.0 and I35.2 UKB	GRAMD1C	Wald ratio	1	0.0609460271862591	0.0349556529039041	0.081242088773068	0.737262192816466	1.06284154809019	1.13821256544568	0.992461505557562
I35.0 and I35.2 UKB	SOD3	Wald ratio	1	0.0220664238596114	0.0531524305443329	0.678029450170575	0.970045830743115	1.02231168810325	1.1345603144467	0.921168468810937
I35.0 and I35.2 UKB	ALPP	Wald ratio	1	-0.19465741618639	0.068173103141109	0.00429907229665187	0.277290163134045	0.823116596182107	0.940787363078598	0.72016372402508
I35.0 and I35.2 UKB	TEK	Wald ratio	1	-0.085896994585491	0.0861978569631305	0.319002590220074	0.91471337431893	0.917688753262346	1.08659701177474	0.775036778804231
I35.0 and I35.2 UKB	GKN2	Wald ratio	1	-0.0574418399903954	0.0485717749465762	0.236960700812213	0.85896874622625	0.944176802121453	1.03848076152004	0.858436541818485
I35.0 and I35.2 UKB	GDI2	Wald ratio	1	0.240364434586689	0.110767722910338	0.0300078883376855	0.609044040238475	1.27171252190927	1.58007003418638	1.02353231400505
I35.0 and I35.2 UKB	SCG3	Wald ratio	1	-0.13932423587046	0.0492723043208908	0.00468928118410811	0.279192587423052	0.86994591505406	0.958150400186876	0.789861273315379
I35.0 and I35.2 UKB	SEMA4D	Wald ratio	1	0.0259456116983749	0.0298000663094324	0.38394191514433	0.915338819823354	1.02628512905034	1.08801370152172	0.968058733669218
I35.0 and I35.2 UKB	CFHR5	Wald ratio	1	-0.105290716407843	0.0500977994597955	0.035579263905764	0.609044040238475	0.900062821517407	0.99292610912134	0.815884561032201
I35.0 and I35.2 UKB	CRTAC1	Wald ratio	1	-0.0436685848112029	0.0597902281304503	0.465168181089546	0.933829395300198	0.95727115910935	1.07629034459515	0.851413446812304
I35.0 and I35.2 UKB	QDPR	Wald ratio	1	-0.00493790544430098	0.0417742734998556	0.905905656102513	0.980850561285113	0.995074265968784	1.07997692008425	0.916846255118187
I35.0 and I35.2 UKB	GLCE	Wald ratio	1	-0.0178918366755764	0.0293917267634413	0.54269866294823	0.946163957487058	0.982267271906188	1.04051517156746	0.927280081850755
I35.0 and I35.2 UKB	RRM2B	Wald ratio	1	-0.0166145950211901	0.127005358520304	0.895919233405049	0.980850561285113	0.98352266613184	1.26151818916934	0.766787861720826
I35.0 and I35.2 UKB	MANSC4	Wald ratio	1	-0.0789315440394485	0.0382390820569474	0.0390026467753521	0.609044040238475	0.924103182650879	0.996024978190151	0.857374775617778
I35.0 and I35.2 UKB	NLGN2	Wald ratio	1	-0.0362333641522164	0.155450076143485	0.8156939880095	0.980850561285113	0.964415207283387	1.30793398959236	0.711118985698459
I35.0 and I35.2 UKB	FAH	Wald ratio	1	0.00946751126182485	0.0387750410456477	0.807102965561242	0.980850561285113	1.00951246991675	1.08922517158721	0.93563337820441
I35.0 and I35.2 UKB	TAPBPL	Wald ratio	1	0.0115369153938101	0.0180063034124496	0.521707624826557	0.945145350639332	1.01160372227011	1.04794307857004	0.976524500077943
I35.0 and I35.2 UKB	ATP1B2	Wald ratio	1	0.044581324527752	0.0719827018786996	0.535696443422563	0.945145350639332	1.04559000536636	1.20402176047798	0.908005565354576
I35.0 and I35.2 UKB	CAPN1;CAPNS1	Wald ratio	1	-0.0221372109000552	0.0520471819420608	0.670596364986743	0.967189539621898	0.978106019036249	1.08315195305468	0.883247619853247
I35.0 and I35.2 UKB	GFRA1	Wald ratio	1	0.115370749303454	0.0843662929921616	0.171469217801973	0.853276546400775	1.12228944848059	1.32409430665304	0.951241614620821
I35.0 and I35.2 UKB	SERPINA4	Inverse variance weighted	2	-0.0238399370208541	0.0354417029364862	0.501168627826299	0.936967434631777	0.976441989464075	1.0466826697808	0.910915013991998
I35.0 and I35.2 UKB	UBASH3B	Wald ratio	1	0.316670086017622	0.124591048578554	0.0110322367008063	0.423380913481788	1.37254967389195	1.75219369205887	1.07516230416699
I35.0 and I35.2 UKB	CFH	Wald ratio	1	-0.0453861751531088	0.0566835313126244	0.423308697070566	0.933440501624767	0.955628370634555	1.06792076340747	0.855143578113209
I35.0 and I35.2 UKB	CXCL1	Wald ratio	1	0.0649410915129504	0.0321496026751382	0.0433869556942582	0.609044040238475	1.06709616151222	1.13650107790912	1.00192972980636
I35.0 and I35.2 UKB	THSD1	Wald ratio	1	-0.0516827605437839	0.0688624731903869	0.452940733423361	0.933829395300198	0.949630079192072	1.0868544373705	0.829731430722333
I35.0 and I35.2 UKB	IGFLR1	Wald ratio	1	0.0481970345018739	0.0413108113791278	0.243334370308663	0.867929965985738	1.04937739850902	1.13787925220318	0.967759032752745
I35.0 and I35.2 UKB	APOB	Wald ratio	1	0.0639700181283047	0.0675070456832327	0.343330548849323	0.915338819823354	1.06606043579515	1.21687223833345	0.933939338055898
I35.0 and I35.2 UKB	NAGPA	Wald ratio	1	-0.0391123038114851	0.063939508470012	0.540731020086922	0.946163957487058	0.961642706940674	1.09003426637667	0.848373967991046
I35.0 and I35.2 UKB	CTGF	Wald ratio	1	0.0590550387067661	0.0704186263761322	0.401678038095015	0.925027889590701	1.06083362604429	1.21783604036424	0.924071833027454
I35.0 and I35.2 UKB	MCAM	Wald ratio	1	3.59463385520535e-05	0.161732471935957	0.999822663760909	0.999822663760909	1.00003594698463	1.3730459475921	0.728360108425551
I35.0 and I35.2 UKB	CNTFR	Wald ratio	1	-0.0761360154284987	0.110196461782987	0.489621086171888	0.936967434631777	0.92669015382866	1.15010017774769	0.746678122322123
I35.0 and I35.2 UKB	IL7R	Wald ratio	1	-0.0594682470786468	0.0490196800071043	0.225072302773362	0.85896874622625	0.942265452797033	1.03728873734781	0.855947000644136
I35.0 and I35.2 UKB	B3GNT8	Wald ratio	1	0.0245281523617481	0.0281518910097486	0.383601816140029	0.915338819823354	1.02483144212657	1.08296847511076	0.969815381434638
I35.0 and I35.2 UKB	SPATA20	Wald ratio	1	-0.00806500244994233	0.0835021614764645	0.923056480897071	0.982977971126859	0.991967432427955	1.16835787119111	0.842207179204899
I35.0 and I35.2 UKB	SELL	Wald ratio	1	-0.0280710361322835	0.0445345791842414	0.528485237575525	0.945145350639332	0.972319294545934	1.06100517709527	0.891046369005052
I35.0 and I35.2 UKB	COL6A1	Wald ratio	1	0.111487252032346	0.097931439211789	0.254944537185856	0.8848747613536	1.1179394924582	1.35450066417171	0.922693315593142
I35.0 and I35.2 UKB	EPHA1	Wald ratio	1	0.0220002107596214	0.0448892697644305	0.624063458902126	0.967189539621898	1.02224399991817	1.11625929425916	0.936147005219107
I35.0 and I35.2 UKB	TNFSF12;TNFSF12-TNFSF13	Wald ratio	1	-0.0170815676837881	0.0582778007118102	0.769441201197786	0.980031146911782	0.983063495152203	1.10201786464546	0.876949336762136
I35.0 and I35.2 UKB	AZU1	Wald ratio	1	-0.233242564088866	0.104640498239446	0.025814608356628	0.609044040238475	0.791961448816729	0.972245253882525	0.645107737895604
I35.0 and I35.2 UKB	TCN1	Wald ratio	1	-0.0673178853170713	0.0736988864721811	0.361022771988726	0.915338819823354	0.93489796375991	1.08018457808578	0.809152639626946
I35.0 and I35.2 UKB	ANXA1	Wald ratio	1	-0.0180905056561257	0.0722631859787153	0.802322930832566	0.980850561285113	0.9820721452521	1.1315013043608	0.852377009874417
