beta,se,tval,pval,outcome,population,fdr,Effect_lib,Effect,Outcome
0.0451295493595742,0.0300546088884058,1.5015849824279,0.133213602480719,fabp6,white_british,0.236806197362445,Unchanged,Unchanged,FABP6
-0.00633354053686924,0.0302598340499167,-0.20930519732598,0.83421122538069,fabp9,white_british,0.883104936853799,Unchanged,Unchanged,FABP9
0.0595308439907689,0.0415522086587222,1.43267580502662,0.151959504363359,fadd,white_british,0.26340847735023,Unchanged,Unchanged,FADD
0.0483901251321081,0.0187195876823745,2.58499951778692,0.00974197267980282,fam3b,white_british,0.0279460902559834,Upregulated,Unchanged,FAM3B
0.0754258621892787,0.0161767849327444,4.66259905802449,3.13402192257454e-06,fam3c,white_british,2.74555333696201e-05,Upregulated,Upregulated,FAM3C
-0.00466473660175828,0.0146958051101209,-0.317419601498777,0.750927122155181,fap,white_british,0.826019834370699,Unchanged,Unchanged,FAP
0.0497504133007381,0.017838903201798,2.78887175618082,0.00529205447953607,fas,white_british,0.0167581725185309,Upregulated,Unchanged,FAS
-0.048607641782547,0.0201415186333502,-2.41330570288095,0.0158136458647957,faslg,white_british,0.0418361010853456,Downregulated,Unchanged,FASLG
0.0764027086859686,0.0403551345633273,1.89325867730843,0.0583317791890376,fbp1,white_british,0.123322822187228,Unchanged,Unchanged,FBP1
0.101355567879307,0.0261040144183762,3.88275788753614,0.000103469886397116,fcar,white_british,0.000582217091534541,Upregulated,Unchanged,FCAR
0.117031806451313,0.0274604276686679,4.26183480692273,2.03289688817036e-05,fcer2,white_british,0.000138977950812768,Upregulated,Upregulated,FCER2
0.0823584575395275,0.0324238089957763,2.54006114920847,0.0110876472481771,fcgr2a,white_british,0.0309565418398532,Upregulated,Unchanged,FCGR2A
-0.0504757249651173,0.0314702921198944,-1.60391663263934,0.108741760367781,fcgr2b,white_british,0.204484827015506,Unchanged,Unchanged,FCGR2B
0.03528459335371,0.0264916004683303,1.33191625760367,0.182896445325041,fcgr3b,white_british,0.30481197934724,Unchanged,Unchanged,FCGR3B
-0.0319032229087746,0.0223212647475405,-1.42927487620476,0.152934281175616,fcn2,white_british,0.264471457872253,Unchanged,Unchanged,FCN2
0.0637341345369822,0.0245221086781524,2.59904787852788,0.00935222346982558,fcrl1,white_british,0.0269336671975489,Upregulated,Unchanged,FCRL1
0.0910225852247539,0.0264310369243947,3.44377655273691,0.00057432249983747,fcrl2,white_british,0.00257740434743012,Upregulated,Unchanged,FCRL2
0.120217374060147,0.0292737626507742,4.10665945113713,4.02358814725133e-05,fcrl3,white_british,0.000250489764231008,Upregulated,Unchanged,FCRL3
0.0675620051038715,0.0309207981107045,2.18500198028466,0.0288953650129754,fcrl5,white_british,0.0696904719363109,Unchanged,Unchanged,FCRL5
0.025151045133235,0.037021382641171,0.679365365065132,0.49691092811256,fcrl6,white_british,0.626707489507479,Unchanged,Unchanged,FCRL6
0.152748698478891,0.0330870099843688,4.61657606870654,3.91554724779613e-06,fcrlb,white_british,3.29221012846307e-05,Upregulated,Upregulated,FCRLB
0.0087668308054184,0.0358398000479497,0.244611599219006,0.806758664781573,fen1,white_british,0.867858769540766,Unchanged,Unchanged,FEN1
0.0353786195208979,0.025893815388971,1.36629612088633,0.171855114827529,fes,white_british,0.291031804968804,Unchanged,Unchanged,FES
0.0316731038081576,0.0184166194967524,1.71981094650638,0.0854757039263621,fetub,white_british,0.168305457394708,Unchanged,Unchanged,FETUB
-0.0394535058629615,0.0421478485479213,-0.936074016164875,0.349241561035199,fgf19,white_british,0.489406517044537,Unchanged,Unchanged,FGF19
0.0921019244433255,0.0368244984851956,2.50110465130579,0.0123852370281434,fgf2,white_british,0.033995500510645,Upregulated,Unchanged,FGF2
0.247866145343741,0.0675320994391154,3.67034561937777,0.000242583156070258,fgf21,white_british,0.0011909367695664,Upregulated,Unchanged,FGF21
0.278715894836302,0.0310626575737996,8.97269958869813,3.03396984347385e-19,fgf23,white_british,6.34099697286035e-17,Upregulated,Upregulated,FGF23
0.0233562092517736,0.0178887561227246,1.30563629419172,0.191685092441966,fgf5,white_british,0.316161544805633,Unchanged,Unchanged,FGF5
-0.104645980229907,0.0176878212405486,-5.91627305628863,3.32391669183992e-09,fgfbp1,white_british,6.39853963179185e-08,Downregulated,Downregulated,FGFBP1
0.053514742515371,0.0122579845559427,4.36570484088488,1.27078497394796e-05,fgfr2,white_british,9.24165812187997e-05,Upregulated,Upregulated,FGFR2
0.0697384469095456,0.0333904143794828,2.08857686271774,0.0367532787470412,fgr,white_british,0.0853492806459068,Unchanged,Unchanged,FGR
