beta.x,se.x,tval.x,pval.x,outcome,population,fdr.x,Effect_lib.x,Effect,Outcome.x
0.0740684094959027,0.016391873750787,4.51860541521962,6.23858681373261e-06,itih3,all,2.3224052184455e-05,Upregulated,Upregulated,ITIH3
0.0801247866769182,0.0112218232471092,7.14008632220782,9.44907070821354e-13,jam2,all,8.17987600361918e-12,Upregulated,Upregulated,JAM2
-0.0762997262428369,0.0128593194256438,-5.9334186917141,2.9857588375248e-09,kit,all,1.71300595266619e-08,Downregulated,Downregulated,KIT
0.0754622665919327,0.0172722661002583,4.36898471537584,1.25069036238633e-05,klk10,all,4.43041162269056e-05,Upregulated,Upregulated,KLK10
0.0683935223194475,0.0130540049327244,5.23927504791999,1.61845440372811e-07,klk11,all,7.61350094101037e-07,Upregulated,Upregulated,KLK11
0.0904836365375947,0.0165557002346029,5.46540679375649,4.63958837344261e-08,klrb1,all,2.31662723220018e-07,Upregulated,Upregulated,KLRB1
0.206590158883196,0.0368042084087022,5.61322109116056,1.99618014797342e-08,krt18,all,1.05050775413134e-07,Upregulated,Upregulated,KRT18
0.178978439412085,0.0290340290905945,6.16443687004723,7.12590794032958e-10,krt19,all,4.39881996485324e-09,Upregulated,Upregulated,KRT19
0.135323307108121,0.0243802031198757,5.55054059405273,2.86173079773195e-08,lamp3,all,1.49525434181494e-07,Upregulated,Upregulated,LAMP3
0.126920928666802,0.025688055791419,4.94085382316864,7.8023577710635e-07,lbp,all,3.28012914340974e-06,Upregulated,Upregulated,LBP
0.0739101244087955,0.0156673599813595,4.71745874842548,2.39431304392168e-06,lgmn,all,9.36598926004657e-06,Upregulated,Upregulated,LGMN
0.0758242850608418,0.0159084109901212,4.76630161918292,1.88149246590451e-06,lilra2,all,7.54143418525561e-06,Upregulated,Upregulated,LILRA2
0.06776951987,0.0149032359751061,4.54730234314212,5.4460542325105e-06,lilrb2,all,2.05121655273412e-05,Upregulated,Upregulated,LILRB2
0.0776159552695851,0.0150092085745392,5.17122237885673,2.33430468938432e-07,lrig1,all,1.03487507896038e-06,Upregulated,Upregulated,LRIG1
0.084244616011585,0.015619301020944,5.39362266586839,6.93544537448878e-08,lrp11,all,3.37094903085617e-07,Upregulated,Upregulated,LRP11
0.129928572240021,0.023711640915053,5.47952681577332,4.28504739371711e-08,ltbp3,all,2.146926142811e-07,Upregulated,Upregulated,LTBP3
0.0785698164127107,0.0163185744333669,4.81474755858928,1.4780576662766e-06,ly6d,all,5.9900231738578e-06,Upregulated,Upregulated,LY6D
0.070693358826191,0.012803056251207,5.52160026786779,3.37540660452093e-08,matn2,all,1.72063409840213e-07,Upregulated,Upregulated,MATN2
0.116439414185174,0.0227090395231429,5.12744777543368,2.9474377750685e-07,mb,all,1.29492536484241e-06,Upregulated,Upregulated,MB
0.11937656785926,0.0221283790568333,5.39472717602403,6.89294223945427e-08,mdk,all,3.3638680033648e-07,Upregulated,Upregulated,MDK
-0.0398977909039942,0.00869974835181956,-4.58608563035615,4.52691514452423e-06,met,all,1.72470751469764e-05,Downregulated,Downregulated,MET
0.124046034403371,0.0184593141464866,6.71996984389485,1.8362493687558e-11,mfap5,all,1.36367148552778e-10,Upregulated,Upregulated,MFAP5
0.172585761030391,0.0386443061285652,4.46600750072256,7.98621628666566e-06,mln,all,2.90642647447559e-05,Upregulated,Upregulated,MLN
0.171427343763874,0.0350414425092723,4.89213147314107,1.00051531712233e-06,mme,all,4.15839178678968e-06,Upregulated,Upregulated,MME
0.0885666159662325,0.0204012341817299,4.34123814163887,1.41951771932084e-05,mpo,all,5.00422752618407e-05,Upregulated,Upregulated,MPO
0.0744898322342218,0.0161559376420894,4.61067837004776,4.02322174814753e-06,ncr1,all,1.54083073757587e-05,Upregulated,Upregulated,NCR1
0.159270835843998,0.0339185323788392,4.69568771623393,2.66411073509515e-06,ndufs6,all,1.03935840145179e-05,Upregulated,Upregulated,NDUFS6
0.103718949072524,0.0127624583830948,8.12687853383407,4.50200688183826e-16,nectin2,all,5.82870448507024e-15,Upregulated,Upregulated,NECTIN2
0.07063051052557,0.01346130195417,5.24693010869503,1.5526307276597e-07,nectin4,all,7.35112865555385e-07,Upregulated,Upregulated,NECTIN4
0.0804836089778117,0.0191332377337929,4.20648141718651,2.59827289688029e-05,nefl,all,8.77892205112209e-05,Upregulated,Upregulated,NEFL
-0.0992006332087712,0.0180340321042425,-5.50074618007552,3.79974845087962e-08,nell1,all,1.91690758056444e-07,Downregulated,Downregulated,NELL1
0.158495849915738,0.0232967190708452,6.80335498890437,1.03350440235781e-11,nos3,all,7.79390175592513e-11,Upregulated,Upregulated,NOS3
0.0776218861388934,0.0148109521234178,5.24084376831955,1.60464407782444e-07,notch3,all,7.5728847930876e-07,Upregulated,Upregulated,NOTCH3
0.0908148154334061,0.0206218562908077,4.40381380573809,1.06578461987072e-05,nppc,all,3.81232982609013e-05,Upregulated,Upregulated,NPPC
0.0600770414765053,0.0122342272564028,4.91057099213716,9.10890205421227e-07,nrcam,all,3.80752105866073e-06,Upregulated,Upregulated,NRCAM
0.0600793557777404,0.0123793059474928,4.85320873662618,1.21834332175813e-06,nrp2,all,4.9928187107343e-06,Upregulated,Upregulated,NRP2
-0.0606443371358181,0.00984948207262971,-6.15710924580897,7.46252546488601e-10,ntrk3,all,4.58725830047405e-09,Downregulated,Downregulated,NTRK3
0.0892755185897108,0.0162270286349946,5.50165533061194,3.78014714361207e-08,nucb2,all,1.91361774086659e-07,Upregulated,Upregulated,NUCB2
-0.160939270109324,0.0292688564873056,-5.49865247312021,3.84524726428731e-08,omg,all,1.93319475864341e-07,Downregulated,Downregulated,OMG
0.309575557134893,0.0637679834968447,4.85471768368229,1.20907749629922e-06,oxt,all,4.96876510417348e-06,Upregulated,Upregulated,OXT
0.248920737633777,0.0573729381213187,4.33864371922906,1.43639211532413e-05,paep,all,5.05154246326731e-05,Upregulated,Upregulated,PAEP
0.0679869374950053,0.0154535946953255,4.39942543048384,1.087553138406e-05,pcdh17,all,3.88070790606824e-05,Upregulated,Upregulated,PCDH17
0.165236062144312,0.031924434097955,5.17584937096494,2.29149069325289e-07,pcolce,all,1.0252143376847e-06,Upregulated,Upregulated,PCOLCE
0.0864340232601628,0.01816750838645,4.75761570720554,1.96419182677798e-06,pdcd1,all,7.83000720048007e-06,Upregulated,Upregulated,PDCD1
0.0605926677999809,0.0121408325448614,4.99081653388152,6.03201344391948e-07,pdgfra,all,2.56535920594599e-06,Upregulated,Upregulated,PDGFRA
0.127967851044646,0.0185758479760836,6.88893724848548,5.68490802199297e-12,pglyrp1,all,4.423947040519e-11,Upregulated,Upregulated,PGLYRP1
0.0719640618053311,0.0130108367172155,5.53108638356139,3.19807146660416e-08,phospho1,all,1.64167668619014e-07,Upregulated,Upregulated,PHOSPHO1
0.142425571558448,0.0236295000437603,6.02744752511418,1.67712433757723e-09,pi3,all,9.81453162350195e-09,Upregulated,Upregulated,PI3
0.132961217667053,0.0247047830127676,5.38200305577824,7.39823738540883e-08,pilrb,all,3.58398056120964e-07,Upregulated,Upregulated,PILRB
0.125965720262723,0.0232032029072371,5.42880742655724,5.69851273054554e-08,plat,all,2.82607597450445e-07,Upregulated,Upregulated,PLAT
-0.0479366068311113,0.0110623824924473,-4.33329862385785,1.47168733588747e-05,proc,all,5.13861234463811e-05,Downregulated,Downregulated,PROC
0.0895545640510796,0.0211076664400434,4.2427505809541,2.21191883771386e-05,prtn3,all,7.5432103952806e-05,Upregulated,Upregulated,PRTN3
0.198408844472644,0.0420374899794608,4.71980711906408,2.36688478584182e-06,pspn,all,9.30847430560909e-06,Upregulated,Upregulated,PSPN
0.125429004609468,0.0214746489215645,5.84079418795593,5.22695170420125e-09,ptn,all,2.89660240274486e-08,Upregulated,Upregulated,PTN
0.107127006516549,0.0248316115109369,4.31413830992668,1.60533098132599e-05,pts,all,5.5654010087202e-05,Upregulated,Upregulated,PTS
0.0953636494707811,0.0214941650278857,4.43672268018134,9.15281119470162e-06,ptx3,all,3.29816817188386e-05,Upregulated,Upregulated,PTX3
0.0693522371744699,0.0117868260878746,5.8838771911477,4.03232573673809e-09,qpct,all,2.30441115345618e-08,Upregulated,Upregulated,QPCT
-0.10552042538269,0.0203654392984128,-5.18134786274477,2.21117566917829e-07,rab6a,all,9.92315952149644e-07,Downregulated,Downregulated,RAB6A
0.199072961284221,0.033524964183929,5.93805142317351,2.90280552017442e-09,rbp2,all,1.67197026614771e-08,Upregulated,Upregulated,RBP2
0.110118476368929,0.0210961829959515,5.21982940658325,1.79784897917767e-07,reg1a,all,8.29732825405972e-07,Upregulated,Upregulated,REG1A
0.10982529269589,0.0241406997434548,4.54938315222889,5.39244491945736e-06,reg1b,all,2.03853925508168e-05,Upregulated,Upregulated,REG1B
0.144553298894855,0.0266462883714425,5.42489433724571,5.82461486249935e-08,reg3a,all,2.87885525129613e-07,Upregulated,Upregulated,REG3A
0.135670796932137,0.0212467110988009,6.38549638582859,1.72291222830852e-10,reg4,all,1.15096830594309e-09,Upregulated,Upregulated,REG4
0.115119876583828,0.0183594387323074,6.27033746850061,3.63120580813817e-10,retn,all,2.36109070991384e-09,Upregulated,Upregulated,RETN
0.0533048421828724,0.0105159938665269,5.06893051283959,4.01437411320317e-07,robo1,all,1.74792539512388e-06,Upregulated,Upregulated,ROBO1
0.0779580404500057,0.0152279425245952,5.11940732138257,3.07605788881034e-07,rspo1,all,1.34336498248643e-06,Upregulated,Upregulated,RSPO1
0.058357743661786,0.0120119706460973,4.85829889042779,1.18742765890854e-06,rspo3,all,4.89353990136111e-06,Upregulated,Upregulated,RSPO3
0.102217983018091,0.015699310247139,6.51098560439743,7.53376304986216e-11,rtn4r,all,5.25113533238735e-10,Upregulated,Upregulated,RTN4R
